time_s,n_slow_v,n_fast_v,n_bg_v,vdd_healthy_v
3.250000000000e-08,1.079390698597e-04,-5.726884721520e-04,-4.647494022923e-04,1.099535250598e+00
3.275000000000e-08,9.158365397973e-05,-4.230565919093e-04,-3.314729379295e-04,1.099668527062e+00
3.300000000000e-08,7.522823809973e-05,-1.628744859006e-04,-8.764624780086e-05,1.099912353752e+00
3.325000000000e-08,5.887282221973e-05,1.370396667653e-03,1.429269489873e-03,1.101429269490e+00
3.350000000000e-08,4.251740633973e-05,-2.561557685754e-03,-2.519040279414e-03,1.097480959721e+00
3.375000000000e-08,2.616199045972e-05,-1.675367423096e-03,-1.649205432636e-03,1.098350794567e+00
3.400000000000e-08,9.806574579725e-06,-2.407769057172e-03,-2.397962482592e-03,1.097602037517e+00
3.425000000000e-08,-6.548841300276e-06,-2.241313171013e-03,-2.247862012313e-03,1.097752137988e+00
3.450000000000e-08,-2.290425718028e-05,-2.153031037592e-03,-2.175935294772e-03,1.097824064705e+00
3.475000000000e-08,-3.925967306028e-05,-9.023680405716e-04,-9.416277136319e-04,1.099058372286e+00
3.500000000000e-08,-5.561508894028e-05,1.958668898804e-03,1.903053809864e-03,1.101903053810e+00
3.525000000000e-08,-4.294555087835e-04,2.280021460013e-03,1.850565951230e-03,1.101850565951e+00
3.550000000000e-08,-8.032959286268e-04,1.682962566880e-03,8.796666382528e-04,1.100879666638e+00
3.575000000000e-08,-1.177136348470e-03,-4.976910183149e-04,-1.674827366785e-03,1.098325172633e+00
3.600000000000e-08,-1.550976768313e-03,-5.624562406508e-04,-2.113433008964e-03,1.097886566991e+00
3.625000000000e-08,-1.924817188157e-03,-2.337446827469e-03,-4.262264015626e-03,1.095737735984e+00
3.650000000000e-08,-2.298657608000e-03,2.422910474999e-03,1.242528669990e-04,1.100124252867e+00
3.675000000000e-08,-2.672498027843e-03,-2.177956420656e-03,-4.850454448499e-03,1.095149545552e+00
3.700000000000e-08,-3.046338447686e-03,1.913395616629e-04,-2.854998886023e-03,1.097145001114e+00
3.725000000000e-08,-3.420178867530e-03,-8.659313800078e-04,-4.286110247537e-03,1.095713889752e+00
3.750000000000e-08,-3.794019287373e-03,2.696456247571e-03,-1.097563039802e-03,1.098902436960e+00
3.775000000000e-08,-3.331827514165e-03,-1.728105934206e-03,-5.059933448370e-03,1.094940066552e+00
3.800000000000e-08,-2.869635740957e-03,-1.842181635813e-03,-4.711817376769e-03,1.095288182623e+00
3.825000000000e-08,-2.407443967748e-03,-1.484904514294e-03,-3.892348482042e-03,1.096107651518e+00
3.850000000000e-08,-1.945252194540e-03,-1.149091855826e-03,-3.094344050367e-03,1.096905655950e+00
3.875000000000e-08,-1.483060421332e-03,-2.867799924097e-03,-4.350860345429e-03,1.095649139655e+00
3.900000000000e-08,-1.020868648124e-03,-2.665999690915e-03,-3.686868339039e-03,1.096313131661e+00
3.925000000000e-08,-5.586768749156e-04,1.413738818711e-03,8.550619437955e-04,1.100855061944e+00
3.950000000000e-08,-9.648510170739e-05,1.397925153102e-03,1.301440051395e-03,1.101301440051e+00
3.975000000000e-08,3.657066715008e-04,-9.346545855247e-04,-5.689479140239e-04,1.099431052086e+00
4.000000000000e-08,8.278984447090e-04,3.605180122118e-04,1.188416456921e-03,1.101188416457e+00
4.025000000000e-08,3.811202871001e-04,-1.504796116314e-03,-1.123675829214e-03,1.098876324171e+00
4.050000000000e-08,-6.565787050888e-05,-5.667330460668e-04,-6.323909165757e-04,1.099367609083e+00
4.075000000000e-08,-5.124360281178e-04,2.910048399230e-03,2.397612371112e-03,1.102397612371e+00
4.100000000000e-08,-9.592141857267e-04,-9.054178220723e-04,-1.864632007799e-03,1.098135367992e+00
4.125000000000e-08,-1.405992343336e-03,1.499296945529e-03,9.330460219372e-05,1.100093304602e+00
4.150000000000e-08,-1.852770500945e-03,1.348691840858e-03,-5.040786600871e-04,1.099495921340e+00
4.175000000000e-08,-2.299548658554e-03,2.577413369277e-03,2.778647107237e-04,1.100277864711e+00
4.200000000000e-08,-2.746326816162e-03,7.649240354988e-04,-1.981402780664e-03,1.098018597219e+00
4.225000000000e-08,-3.193104973771e-03,5.604738478578e-04,-2.632631125914e-03,1.097367368874e+00
4.250000000000e-08,-3.639883131380e-03,4.497338794199e-05,-3.594909743438e-03,1.096405090257e+00
4.275000000000e-08,-3.741156341895e-03,2.470465384345e-04,-3.494109803460e-03,1.096505890197e+00
4.300000000000e-08,-3.842429552409e-03,-2.175405929471e-03,-6.017835481880e-03,1.093982164518e+00
4.325000000000e-08,-3.943702762923e-03,-2.615847806140e-03,-6.559550569063e-03,1.093440449431e+00
4.350000000000e-08,-4.044975973437e-03,1.925012187563e-03,-2.119963785875e-03,1.097880036214e+00
4.375000000000e-08,-4.146249183952e-03,1.721754825316e-03,-2.424494358636e-03,1.097575505641e+00
4.400000000000e-08,-4.247522394466e-03,2.193725489725e-03,-2.053796904741e-03,1.097946203095e+00
4.425000000000e-08,-4.348795604980e-03,2.388947698050e-03,-1.959847906930e-03,1.098040152093e+00
4.450000000000e-08,-4.450068815494e-03,-2.063350857148e-03,-6.513419672643e-03,1.093486580327e+00
4.475000000000e-08,-4.551342026009e-03,-1.567898370453e-03,-6.119240396462e-03,1.093880759604e+00
4.500000000000e-08,-4.652615236523e-03,-9.045044010655e-04,-5.557119637589e-03,1.094442880362e+00
4.525000000000e-08,-3.867132739185e-03,2.929240546724e-03,-9.378921924607e-04,1.099062107808e+00
4.550000000000e-08,-3.081650241847e-03,4.538176966278e-04,-2.627832545219e-03,1.097372167455e+00
4.575000000000e-08,-2.296167744509e-03,-1.921486708627e-03,-4.217654453136e-03,1.095782345547e+00
4.600000000000e-08,-1.510685247170e-03,-2.904494250875e-03,-4.415179498046e-03,1.095584820502e+00
4.625000000000e-08,-7.252027498323e-04,2.096224152766e-04,-5.155803345558e-04,1.099484419665e+00
4.650000000000e-08,6.027974750579e-05,-7.744245965693e-05,-1.716271215114e-05,1.099982837288e+00
4.675000000000e-08,8.457622448439e-04,1.689384871259e-03,2.535147116103e-03,1.102535147116e+00
4.700000000000e-08,1.631244742182e-03,-7.567667291351e-04,8.744780130470e-04,1.100874478013e+00
4.725000000000e-08,2.416727239520e-03,-2.483709637906e-03,-6.698239838613e-05,1.099933017602e+00
4.750000000000e-08,3.202209736858e-03,2.998717398205e-03,6.200927135063e-03,1.106200927135e+00
4.775000000000e-08,3.019215505613e-03,-1.176925678987e-03,1.842289826625e-03,1.101842289827e+00
4.800000000000e-08,2.836221274367e-03,-2.871059098344e-03,-3.483782397696e-05,1.099965162176e+00
4.825000000000e-08,2.653227043121e-03,1.178728465328e-03,3.831955508449e-03,1.103831955508e+00
4.850000000000e-08,2.470232811875e-03,-1.610869774079e-03,8.593630377965e-04,1.100859363038e+00
4.875000000000e-08,2.287238580630e-03,6.181743247578e-04,2.905412905387e-03,1.102905412905e+00
4.900000000000e-08,2.104244349384e-03,-2.083588808526e-03,2.065554085770e-05,1.100020655541e+00
4.925000000000e-08,1.921250118138e-03,1.983570786243e-03,3.904820904381e-03,1.103904820904e+00
4.950000000000e-08,1.738255886893e-03,2.126219915651e-04,1.950877878458e-03,1.101950877878e+00
4.975000000000e-08,1.555261655647e-03,2.752895874195e-03,4.308157529842e-03,1.104308157530e+00
5.000000000000e-08,1.372267424401e-03,-1.766122430924e-03,-3.938550065228e-04,1.099606144993e+00
5.025000000000e-08,1.463369743027e-03,-2.780063264713e-03,-1.316693521686e-03,1.098683306478e+00
5.050000000000e-08,1.554472061652e-03,-1.977624268948e-03,-4.231522072961e-04,1.099576847793e+00
5.075000000000e-08,1.645574380278e-03,-2.044210988952e-03,-3.986366086741e-04,1.099601363391e+00
5.100000000000e-08,1.736676698904e-03,-7.954035408257e-04,9.412731580778e-04,1.100941273158e+00
5.125000000000e-08,1.827779017529e-03,1.996471515340e-03,3.824250532870e-03,1.103824250533e+00
5.150000000000e-08,1.918881336155e-03,6.979352120091e-04,2.616816548164e-03,1.102616816548e+00
5.175000000000e-08,2.009983654780e-03,-1.444449991754e-03,5.655336630267e-04,1.100565533663e+00
5.200000000000e-08,2.101085973406e-03,3.603184709287e-04,2.461404444335e-03,1.102461404444e+00
5.225000000000e-08,2.192188292032e-03,1.923511427499e-04,2.384539434782e-03,1.102384539435e+00
5.250000000000e-08,2.283290610657e-03,5.390552138925e-04,2.822345824550e-03,1.102822345825e+00
5.275000000000e-08,2.393596277472e-03,6.537160860786e-04,3.047312363551e-03,1.103047312364e+00
5.300000000000e-08,2.503901944287e-03,-2.329250961964e-03,1.746509823227e-04,1.100174650982e+00
5.325000000000e-08,2.614207611101e-03,1.880226800923e-03,4.494434412025e-03,1.104494434412e+00
5.350000000000e-08,2.724513277916e-03,2.839144082989e-04,3.008427686215e-03,1.103008427686e+00
5.375000000000e-08,2.834818944731e-03,4.429772806066e-04,3.277796225337e-03,1.103277796225e+00
5.400000000000e-08,2.945124611545e-03,-1.481291447485e-04,2.796995466797e-03,1.102796995467e+00
5.425000000000e-08,3.055430278360e-03,1.428602363947e-03,4.484032642307e-03,1.104484032642e+00
5.450000000000e-08,3.165735945174e-03,-1.477505720318e-03,1.688230224857e-03,1.101688230225e+00
5.475000000000e-08,3.276041611989e-03,2.332481022177e-03,5.608522634166e-03,1.105608522634e+00
5.500000000000e-08,3.386347278804e-03,2.084315099334e-03,5.470662378138e-03,1.105470662378e+00
5.525000000000e-08,3.173152400282e-03,-1.969726029119e-04,2.976179797370e-03,1.102976179797e+00
5.550000000000e-08,2.959957521761e-03,1.567270842768e-03,4.527228364529e-03,1.104527228365e+00
5.575000000000e-08,2.746762643240e-03,5.956028586275e-04,3.342365501867e-03,1.103342365502e+00
5.600000000000e-08,2.533567764718e-03,-1.129165847558e-03,1.404401917161e-03,1.101404401917e+00
5.625000000000e-08,2.320372886197e-03,2.979371685192e-05,2.350166603049e-03,1.102350166603e+00
5.650000000000e-08,2.107178007676e-03,9.514512239252e-04,3.058629231601e-03,1.103058629232e+00
5.675000000000e-08,1.893983129154e-03,-1.659693101319e-03,2.342900278355e-04,1.100234290028e+00
5.700000000000e-08,1.680788250633e-03,-1.746096701759e-03,-6.530845112671e-05,1.099934691549e+00
5.725000000000e-08,1.467593372111e-03,-4.257187067114e-04,1.041874665400e-03,1.101041874665e+00
5.750000000000e-08,1.254398493590e-03,2.130552792465e-03,3.384951286055e-03,1.103384951286e+00
5.775000000000e-08,1.114336929300e-03,2.035987669369e-03,3.150324598669e-03,1.103150324599e+00
5.800000000000e-08,9.742753650095e-04,5.616446465658e-04,1.535920011575e-03,1.101535920012e+00
5.825000000000e-08,8.342138007192e-04,-5.931319294324e-05,7.749006077759e-04,1.100774900608e+00
5.850000000000e-08,6.941522364289e-04,6.711822933538e-04,1.365334529783e-03,1.101365334530e+00
5.875000000000e-08,5.540906721386e-04,2.568475765319e-04,8.109382486705e-04,1.100810938249e+00
5.900000000000e-08,4.140291078483e-04,-2.253303999862e-03,-1.839274892014e-03,1.098160725108e+00
5.925000000000e-08,2.739675435580e-04,1.692148006323e-03,1.966115549881e-03,1.101966115550e+00
5.950000000000e-08,1.339059792677e-04,-1.329329682652e-03,-1.195423703385e-03,1.098804576297e+00
5.975000000000e-08,-6.155585022625e-06,-2.838392959467e-03,-2.844548544490e-03,1.097155451456e+00
6.000000000000e-08,-1.462171493129e-04,4.439489670978e-05,-1.018222526031e-04,1.099898177747e+00
6.025000000000e-08,1.693262556599e-04,-1.552467328233e-04,1.407952283661e-05,1.100014079523e+00
6.050000000000e-08,4.848696606327e-04,-1.833169267233e-03,-1.348299606600e-03,1.098651700393e+00
6.075000000000e-08,8.004130656055e-04,1.628070124846e-03,2.428483190451e-03,1.102428483190e+00
6.100000000000e-08,1.115956470578e-03,-1.942070156982e-03,-8.261136864038e-04,1.099173886314e+00
6.125000000000e-08,1.431499875551e-03,-4.910438613275e-05,1.382395489418e-03,1.101382395489e+00
6.150000000000e-08,1.747043280524e-03,-2.838208593280e-04,1.463222421196e-03,1.101463222421e+00
6.175000000000e-08,2.062586685497e-03,1.210435071433e-03,3.273021756930e-03,1.103273021757e+00
6.200000000000e-08,2.378130090470e-03,-1.154803828365e-03,1.223326262104e-03,1.101223326262e+00
6.225000000000e-08,2.693673495442e-03,-2.359892010435e-03,3.337814850078e-04,1.100333781485e+00
6.250000000000e-08,3.009216900415e-03,-2.017107330901e-03,9.921095695140e-04,1.100992109570e+00
6.275000000000e-08,2.393869447839e-03,5.522944722453e-04,2.946163920085e-03,1.102946163920e+00
6.300000000000e-08,1.778521995264e-03,5.294648398448e-04,2.307986835108e-03,1.102307986835e+00
6.325000000000e-08,1.163174542688e-03,2.688428455494e-03,3.851602998182e-03,1.103851602998e+00
6.350000000000e-08,5.478270901120e-04,1.649131572895e-03,2.196958663006e-03,1.102196958663e+00
6.375000000000e-08,-6.752036246387e-05,3.748191856138e-04,3.072988231499e-04,1.100307298823e+00
6.400000000000e-08,-6.828678150397e-04,2.458233336320e-03,1.775365521280e-03,1.101775365521e+00
6.425000000000e-08,-1.298215267616e-03,-2.801388296367e-03,-4.099603563983e-03,1.095900396436e+00
6.450000000000e-08,-1.913562720191e-03,2.850175559155e-03,9.366128389633e-04,1.100936612839e+00
6.475000000000e-08,-2.528910172767e-03,6.919535780634e-05,-2.459714814961e-03,1.097540285185e+00
6.500000000000e-08,-3.144257625343e-03,-2.851284349597e-03,-5.995541974940e-03,1.094004458025e+00
