scenario,mode,vdd_v,initial_rvt_stages,initial_lvt_stages,capture_phase_s,sample_time_s,rvt_crossings_s,lvt_crossings_s,vdd_a_min_v,raw_xor_word,latch_word,captured_xor_word,corrected_xor_word,raw_bubble_count,start_index,end_index,one_run_length,valid,run_count,bubble_count,touches_left_boundary,touches_right_boundary,phase_id,phase_multiplier,case_id,glitch_depth_v,glitch_width_s,glitch_start_s,glitch_onset_rel_s,full_word_changed,encoded_state_changed,boundary_distance,jitter_boundary_distance,jitter_envelope,jitter_aware_detected
scenarios/089_glitch_medium_200mv_200ps_phi_p04_o0089_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.093808822e-09,1.125624685e-09,1.157488911e-09,1.189318261e-09,1.221264128e-09,1.243517496e-09,1.262635622e-09,1.281945669e-09,1.301257848e-09,1.320596443e-09,1.339903677e-09,1.35918851e-09,1.378593137e-09,1.397941788e-09,1.417258121e-09,1.43655165e-09,1.45589381e-09,1.475168691e-09,1.494472176e-09,1.513848765e-09,1.533209141e-09,1.552593721e-09,1.571918423e-09,1.591330501e-09,1.610639781e-09,1.629978876e-09,1.649334608e-09,1.668581712e-09,1.687971561e-09,1.706057093e-09]","[1.010558565e-09,1.023283949e-09,1.038520317e-09,1.05801176e-09,1.076722024e-09,1.095265117e-09,1.113808817e-09,1.132455012e-09,1.151047015e-09,1.169611784e-09,1.188227644e-09,1.20680353e-09,1.225450724e-09,1.239232598e-09,1.251779972e-09,1.264491646e-09,1.277237386e-09,1.29001151e-09,1.302770252e-09,1.315482998e-09,1.328229175e-09,1.340986861e-09,1.353657709e-09,1.366343765e-09,1.379142659e-09,1.391852546e-09,1.404616152e-09,1.417405369e-09,1.430120003e-09,1.441648359e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.0332133950000001e-09,3.321339499999998e-11,1,1,8,8,2,1
scenarios/090_glitch_medium_200mv_200ps_phi_m04_o0090_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.085080176e-09,1.116879613e-09,1.148730229e-09,1.180637087e-09,1.212509137e-09,1.244408945e-09,1.2629447e-09,1.282218073e-09,1.301555261e-09,1.320893426e-09,1.340227151e-09,1.359587881e-09,1.378928866e-09,1.398264042e-09,1.417638607e-09,1.436939432e-09,1.456320422e-09,1.475643284e-09,1.494998632e-09,1.514358187e-09,1.533666928e-09,1.552921528e-09,1.572323734e-09,1.591624915e-09,1.610921575e-09,1.630224238e-09,1.649611656e-09,1.668958892e-09,1.688231924e-09,1.706309703e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.050672832e-09,1.070246701e-09,1.088853199e-09,1.107477618e-09,1.126212875e-09,1.144806807e-09,1.163500339e-09,1.182113276e-09,1.200680657e-09,1.219396701e-09,1.237987398e-09,1.252345671e-09,1.264825247e-09,1.277538854e-09,1.290312401e-09,1.303091316e-09,1.315804463e-09,1.328558054e-09,1.341343454e-09,1.354051922e-09,1.366804278e-09,1.37958573e-09,1.392299883e-09,1.405046293e-09,1.417844093e-09,1.430474067e-09,1.442010296e-09]",0.9,000001111110000000000000000000,000111111000000000000000000000,000011111000000000000000000000,000011111000000000000000000000,0,4,8,5,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.0469318300000001e-09,4.693182999999997e-11,1,1,10,10,2,1
scenarios/094_glitch_medium_200mv_200ps_phi_p04_o0094_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.085080176e-09,1.116879613e-09,1.148730229e-09,1.180637087e-09,1.212509137e-09,1.24441259e-09,1.262925126e-09,1.282210958e-09,1.301556065e-09,1.320933842e-09,1.340228008e-09,1.359536782e-09,1.378897286e-09,1.398258115e-09,1.417635287e-09,1.436931814e-09,1.45628983e-09,1.475599656e-09,1.49501223e-09,1.514285052e-09,1.533629756e-09,1.553022401e-09,1.572380838e-09,1.591704443e-09,1.611020323e-09,1.630360773e-09,1.649712758e-09,1.668985653e-09,1.688380358e-09,1.706382975e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.050672832e-09,1.070246701e-09,1.088853199e-09,1.107477618e-09,1.126212875e-09,1.144806807e-09,1.163500339e-09,1.182113276e-09,1.200680657e-09,1.219396701e-09,1.237987398e-09,1.252300171e-09,1.264815966e-09,1.277528326e-09,1.290274627e-09,1.303065831e-09,1.315779579e-09,1.328538628e-09,1.341240272e-09,1.353896767e-09,1.36660836e-09,1.379350515e-09,1.392081564e-09,1.404834443e-09,1.417611539e-09,1.430337507e-09,1.44186156e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111000000000000,000000000111111111000000000000,0,9,17,9,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.0469318300000001e-09,4.693182999999997e-11,1,1,9,9,2,1
scenarios/095_glitch_medium_200mv_200ps_phi_m04_o0095_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.076866073e-09,1.109160328e-09,1.14087991e-09,1.172747676e-09,1.204657536e-09,1.236512365e-09,1.264060612e-09,1.282691478e-09,1.302004437e-09,1.321359879e-09,1.340667231e-09,1.360008117e-09,1.379333558e-09,1.398650277e-09,1.41793871e-09,1.437307115e-09,1.45670594e-09,1.476043447e-09,1.495357711e-09,1.51459074e-09,1.533943621e-09,1.553297405e-09,1.572469886e-09,1.591775972e-09,1.611037875e-09,1.630473383e-09,1.649766114e-09,1.669094293e-09,1.688453658e-09,1.706455594e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.062864534e-09,1.082515776e-09,1.101181115e-09,1.119754529e-09,1.138363924e-09,1.156955287e-09,1.175591358e-09,1.194144798e-09,1.212732367e-09,1.231369883e-09,1.249796151e-09,1.264877378e-09,1.277288297e-09,1.290063557e-09,1.302786137e-09,1.31549724e-09,1.328286362e-09,1.341061725e-09,1.353776069e-09,1.366523844e-09,1.379326887e-09,1.392040678e-09,1.404781965e-09,1.417505953e-09,1.430273824e-09,1.441790329e-09]",0.9,000001111111000000000000000000,000011111000000000000000000000,000011111100000000000000000000,000011111100000000000000000000,0,4,9,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.060650265e-09,6.065026500000001e-11,1,1,9,9,2,1
scenarios/099_glitch_medium_200mv_200ps_phi_p04_o0099_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.076866073e-09,1.109160328e-09,1.14087991e-09,1.172747676e-09,1.204657536e-09,1.236512365e-09,1.264035335e-09,1.282630162e-09,1.301944906e-09,1.321264183e-09,1.340641005e-09,1.359841443e-09,1.379260758e-09,1.398613131e-09,1.417951589e-09,1.437262511e-09,1.4565572e-09,1.475933966e-09,1.495149123e-09,1.514477622e-09,1.533847629e-09,1.553124614e-09,1.572495312e-09,1.591817263e-09,1.61113349e-09,1.630473958e-09,1.649864754e-09,1.669184757e-09,1.688461307e-09,1.706546015e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.062864534e-09,1.082515776e-09,1.101181115e-09,1.119754529e-09,1.138363924e-09,1.156955287e-09,1.175591358e-09,1.194144798e-09,1.212732367e-09,1.231369883e-09,1.249991162e-09,1.264849243e-09,1.277236175e-09,1.289979837e-09,1.302782825e-09,1.315487772e-09,1.328205634e-09,1.341023866e-09,1.353701168e-09,1.366411966e-09,1.37919261e-09,1.391906929e-09,1.404687822e-09,1.41746562e-09,1.430184895e-09,1.441716069e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.060650265e-09,6.065026500000001e-11,1,1,8,8,2,1
scenarios/100_glitch_medium_200mv_200ps_phi_m04_o0100_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.099721497e-09,1.131846563e-09,1.163577952e-09,1.195629035e-09,1.227372283e-09,1.259215602e-09,1.282828429e-09,1.301858588e-09,1.321202754e-09,1.340542934e-09,1.35989989e-09,1.379263037e-09,1.398578904e-09,1.417870307e-09,1.437236775e-09,1.456607465e-09,1.475996181e-09,1.495284312e-09,1.51462865e-09,1.533970208e-09,1.553362984e-09,1.572681235e-09,1.591958604e-09,1.611339855e-09,1.630658036e-09,1.650046704e-09,1.669296384e-09,1.688621332e-09,1.706598236e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074274387e-09,1.094610774e-09,1.113327198e-09,1.131941369e-09,1.150430843e-09,1.169059524e-09,1.187715589e-09,1.206236082e-09,1.2248519e-09,1.24343635e-09,1.261956385e-09,1.277484405e-09,1.289819192e-09,1.302542124e-09,1.315276619e-09,1.328042144e-09,1.340789746e-09,1.353525078e-09,1.366268276e-09,1.379067243e-09,1.391781262e-09,1.404523337e-09,1.417249531e-09,1.430014816e-09,1.44153353e-09]",0.9,000000111111000000000000000000,000011111100000000000000000000,000011111100000000000000000000,000011111100000000000000000000,0,4,9,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.0743687e-09,7.43687e-11,1,1,9,9,2,1
scenarios/104_glitch_medium_200mv_200ps_phi_p04_o0104_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.099721497e-09,1.131846563e-09,1.163577952e-09,1.195629035e-09,1.227372283e-09,1.259260979e-09,1.282899019e-09,1.301945008e-09,1.321301649e-09,1.34059578e-09,1.359872675e-09,1.379279385e-09,1.398620852e-09,1.417960722e-09,1.437278431e-09,1.456624009e-09,1.475946197e-09,1.495314252e-09,1.514593303e-09,1.533869706e-09,1.553271049e-09,1.572635804e-09,1.591960591e-09,1.611262419e-09,1.630601773e-09,1.649948392e-09,1.669348708e-09,1.688582403e-09,1.706604159e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074274387e-09,1.094610774e-09,1.113327198e-09,1.131941369e-09,1.150430843e-09,1.169059524e-09,1.187715589e-09,1.206236082e-09,1.2248519e-09,1.243454672e-09,1.262092029e-09,1.277516697e-09,1.289862152e-09,1.302560577e-09,1.31530831e-09,1.328018057e-09,1.340773961e-09,1.35352292e-09,1.366219752e-09,1.378984352e-09,1.391718946e-09,1.404462704e-09,1.417263066e-09,1.429894978e-09,1.441420942e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.0743687e-09,7.43687e-11,1,1,8,8,2,1
scenarios/105_glitch_medium_200mv_200ps_phi_m04_o0105_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.090074113e-09,1.123382853e-09,1.155192475e-09,1.187075869e-09,1.218930623e-09,1.250787276e-09,1.282833399e-09,1.302428046e-09,1.321693042e-09,1.341075764e-09,1.360421445e-09,1.379767764e-09,1.399082913e-09,1.41836241e-09,1.437690946e-09,1.457062248e-09,1.476459361e-09,1.495736464e-09,1.515065571e-09,1.534403266e-09,1.553774111e-09,1.573112031e-09,1.592400831e-09,1.611773983e-09,1.631066397e-09,1.650410555e-09,1.669817385e-09,1.689031918e-09,1.707138894e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087041408e-09,1.106732063e-09,1.125390976e-09,1.144044516e-09,1.162766023e-09,1.181331887e-09,1.199994765e-09,1.218654431e-09,1.237395733e-09,1.255874604e-09,1.274521819e-09,1.290544105e-09,1.302833731e-09,1.315550201e-09,1.328309234e-09,1.341070559e-09,1.353804857e-09,1.366546646e-09,1.379349465e-09,1.392064378e-09,1.404807361e-09,1.417525346e-09,1.430292685e-09,1.441772477e-09]",0.9,000000111111000000000000000000,000011111100000000000000000000,000011111110000000000000000000,000011111110000000000000000000,0,4,10,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.088087135e-09,8.808713499999998e-11,1,1,8,8,2,1
scenarios/109_glitch_medium_200mv_200ps_phi_p04_o0109_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.090074113e-09,1.123382853e-09,1.155192475e-09,1.187075869e-09,1.218930623e-09,1.250940615e-09,1.282771688e-09,1.302401047e-09,1.321679239e-09,1.341057153e-09,1.360256861e-09,1.379654352e-09,1.398994966e-09,1.418341178e-09,1.437678714e-09,1.456980981e-09,1.476287546e-09,1.495585719e-09,1.514986126e-09,1.534299934e-09,1.55354481e-09,1.572825548e-09,1.592183027e-09,1.611540932e-09,1.630930005e-09,1.650239174e-09,1.669461175e-09,1.688761672e-09,1.706774588e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087041408e-09,1.106732063e-09,1.125390976e-09,1.144044516e-09,1.162766023e-09,1.181331887e-09,1.199994765e-09,1.218654431e-09,1.237395733e-09,1.256045674e-09,1.274673736e-09,1.290646915e-09,1.302944174e-09,1.31565875e-09,1.328385444e-09,1.341206363e-09,1.353877737e-09,1.366602801e-09,1.37938021e-09,1.39209678e-09,1.404882959e-09,1.41764477e-09,1.430370575e-09,1.441870016e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.088087135e-09,8.808713499999998e-11,1,1,8,8,2,1
scenarios/110_glitch_medium_200mv_200ps_phi_m04_o0110_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.113597699e-09,1.146283459e-09,1.178075992e-09,1.20990496e-09,1.241875404e-09,1.273691144e-09,1.302788007e-09,1.321463312e-09,1.340769173e-09,1.360101541e-09,1.37944945e-09,1.398769453e-09,1.41801129e-09,1.437333375e-09,1.456719525e-09,1.476054012e-09,1.495366281e-09,1.514607483e-09,1.53394386e-09,1.553276724e-09,1.572584233e-09,1.591911846e-09,1.611261784e-09,1.630475203e-09,1.649739557e-09,1.669181372e-09,1.688461903e-09,1.706500014e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.119010209e-09,1.137732415e-09,1.156341486e-09,1.174954487e-09,1.193552843e-09,1.21215783e-09,1.230731879e-09,1.249133297e-09,1.267900096e-09,1.286516818e-09,1.303162825e-09,1.315430117e-09,1.328164458e-09,1.340950209e-09,1.353672784e-09,1.366414816e-09,1.379216222e-09,1.391930921e-09,1.404674237e-09,1.417363885e-09,1.430115245e-09,1.4416027e-09]",0.9,000000111111100000000000000000,000011111100000000000000000000,000001111110000000000000000000,000001111110000000000000000000,0,5,10,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.10180557e-09,1.0180557000000002e-10,1,1,7,7,2,1
scenarios/114_glitch_medium_200mv_200ps_phi_p04_o0114_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.113597699e-09,1.146283459e-09,1.178075992e-09,1.20990496e-09,1.241875404e-09,1.273658203e-09,1.302768916e-09,1.321430419e-09,1.340736648e-09,1.359932338e-09,1.379342819e-09,1.398682478e-09,1.418027233e-09,1.437369739e-09,1.45665024e-09,1.47598799e-09,1.495263716e-09,1.51468816e-09,1.533999851e-09,1.55326779e-09,1.572552051e-09,1.591886968e-09,1.611127832e-09,1.63046576e-09,1.649754161e-09,1.668988202e-09,1.688340929e-09,1.706380209e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.119010209e-09,1.137732415e-09,1.156341486e-09,1.174954487e-09,1.193552843e-09,1.21215783e-09,1.230731879e-09,1.249332409e-09,1.267963404e-09,1.286580373e-09,1.303090424e-09,1.315346826e-09,1.328094259e-09,1.34087081e-09,1.353540819e-09,1.366247393e-09,1.379039961e-09,1.391756457e-09,1.404536954e-09,1.417304673e-09,1.43003117e-09,1.441546436e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.10180557e-09,1.0180557000000002e-10,1,1,8,8,2,1
scenarios/115_glitch_medium_200mv_200ps_phi_m04_o0115_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.137063334e-09,1.169184277e-09,1.201033557e-09,1.233045737e-09,1.264846243e-09,1.296735731e-09,1.321969202e-09,1.340869824e-09,1.360224276e-09,1.379556369e-09,1.398899662e-09,1.418174776e-09,1.437544007e-09,1.456950557e-09,1.476261023e-09,1.495585823e-09,1.514927415e-09,1.534174431e-09,1.553496172e-09,1.572895763e-09,1.592160022e-09,1.611412408e-09,1.630719019e-09,1.650002369e-09,1.669360389e-09,1.68865723e-09,1.70668001e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.131378958e-09,1.150194488e-09,1.168840662e-09,1.187362892e-09,1.205990354e-09,1.224634581e-09,1.243104079e-09,1.26164802e-09,1.280289502e-09,1.298892639e-09,1.316186308e-09,1.328211754e-09,1.340917657e-09,1.353633663e-09,1.366415183e-09,1.3791943e-09,1.391911935e-09,1.404663597e-09,1.417390753e-09,1.430149133e-09,1.441659845e-09]",0.9,000000111111100000000000000000,000001111110000000000000000000,000001111110000000000000000000,000001111110000000000000000000,0,5,10,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.115524005e-09,1.1552400500000001e-10,1,1,7,7,2,1
scenarios/119_glitch_medium_200mv_200ps_phi_p04_o0119_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.137063334e-09,1.169184277e-09,1.201033557e-09,1.233045737e-09,1.264840558e-09,1.296650204e-09,1.321877207e-09,1.340762776e-09,1.359967867e-09,1.379382004e-09,1.398724471e-09,1.418065207e-09,1.437390382e-09,1.45669309e-09,1.476090777e-09,1.495432628e-09,1.514792353e-09,1.534113986e-09,1.553405997e-09,1.572718995e-09,1.592102801e-09,1.61147907e-09,1.630828424e-09,1.650143931e-09,1.66953634e-09,1.688805746e-09,1.706776752e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.131378958e-09,1.150194488e-09,1.168840662e-09,1.187362892e-09,1.205990354e-09,1.224634581e-09,1.243157986e-09,1.26176939e-09,1.280374484e-09,1.298937009e-09,1.316172907e-09,1.328195969e-09,1.34093339e-09,1.353646749e-09,1.366317957e-09,1.379114573e-09,1.391830567e-09,1.404606417e-09,1.417379761e-09,1.430104627e-09,1.441627371e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111100000000000,000000000111111111100000000000,0,9,18,10,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.115524005e-09,1.1552400500000001e-10,1,1,8,8,2,1
scenarios/120_glitch_medium_200mv_200ps_phi_m04_o0120_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.159759648e-09,1.191799808e-09,1.223580636e-09,1.255454303e-09,1.28739073e-09,1.31939703e-09,1.340696164e-09,1.359925089e-09,1.379236954e-09,1.39857537e-09,1.417810505e-09,1.437121835e-09,1.456483461e-09,1.475857025e-09,1.49509291e-09,1.514443864e-09,1.533832636e-09,1.553191222e-09,1.572495712e-09,1.591864884e-09,1.61123725e-09,1.630516128e-09,1.649878157e-09,1.669082848e-09,1.688424606e-09,1.706455455e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.143851946e-09,1.162664529e-09,1.181148666e-09,1.199809276e-09,1.218344507e-09,1.236954726e-09,1.255399662e-09,1.27400631e-09,1.292629043e-09,1.311268987e-09,1.329364064e-09,1.340975166e-09,1.353669804e-09,1.36643386e-09,1.379226176e-09,1.39194117e-09,1.404691016e-09,1.417378125e-09,1.430126909e-09,1.441622864e-09]",0.9,000000011111100000000000000000,000001111110000000000000000000,000001111111000000000000000000,000001111111000000000000000000,0,5,11,7,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.12924244e-09,1.2924244e-10,1,1,6,6,2,1
scenarios/124_glitch_medium_200mv_200ps_phi_p04_o0124_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.159759648e-09,1.191799808e-09,1.223580636e-09,1.25560708e-09,1.287412071e-09,1.319214833e-09,1.340671577e-09,1.359784832e-09,1.379140586e-09,1.398505244e-09,1.417871121e-09,1.437214648e-09,1.456494567e-09,1.47587184e-09,1.495089609e-09,1.514445875e-09,1.533857213e-09,1.553116139e-09,1.572497608e-09,1.591822312e-09,1.611128419e-09,1.630468162e-09,1.649863442e-09,1.669176024e-09,1.688455488e-09,1.706540903e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.143851946e-09,1.162664529e-09,1.181148666e-09,1.199809276e-09,1.218344507e-09,1.236954726e-09,1.255543057e-09,1.274088059e-09,1.292578975e-09,1.31110248e-09,1.329419637e-09,1.341066642e-09,1.353747618e-09,1.366453443e-09,1.37915936e-09,1.391915947e-09,1.404681771e-09,1.417428518e-09,1.430173434e-09,1.441698923e-09]",0.9,000000000001111111111000000000,000000000111111111000000000000,000000000111111111000000000000,000000000111111111000000000000,0,9,17,9,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.12924244e-09,1.2924244e-10,1,1,9,9,2,1
scenarios/125_glitch_medium_200mv_200ps_phi_m04_o0125_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.150284932e-09,1.183493538e-09,1.215354459e-09,1.247189962e-09,1.279233422e-09,1.31101246e-09,1.34288379e-09,1.360451783e-09,1.379750232e-09,1.399092156e-09,1.418321229e-09,1.43760963e-09,1.457007342e-09,1.476358239e-09,1.495702411e-09,1.515045851e-09,1.534387252e-09,1.553682324e-09,1.573018522e-09,1.592272039e-09,1.611651548e-09,1.631025785e-09,1.650318875e-09,1.66966514e-09,1.689072218e-09,1.70699991e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.156140111e-09,1.175011016e-09,1.19360041e-09,1.212318677e-09,1.230964615e-09,1.249337031e-09,1.268118964e-09,1.286760774e-09,1.305377729e-09,1.323989082e-09,1.342429023e-09,1.354121395e-09,1.366801847e-09,1.379606304e-09,1.392322277e-09,1.405074343e-09,1.417825862e-09,1.430543535e-09,1.442048532e-09]",0.9,000000011111110000000000000000,000001111110000000000000000000,000000111111000000000000000000,000000111111000000000000000000,0,6,11,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.142960875e-09,1.4296087499999998e-10,1,1,5,5,2,1
scenarios/129_glitch_medium_200mv_200ps_phi_p04_o0129_v1p100000000000,capture,1.1,4,0,3.5487374e-10,1.35487374e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.150284932e-09,1.183493538e-09,1.215354459e-09,1.247284481e-09,1.279165295e-09,1.311034763e-09,1.342713617e-09,1.360232595e-09,1.379586207e-09,1.398927744e-09,1.418275454e-09,1.437616826e-09,1.456948664e-09,1.476317552e-09,1.495666531e-09,1.515040637e-09,1.534369725e-09,1.553697027e-09,1.573061718e-09,1.592400166e-09,1.611784731e-09,1.631105226e-09,1.650444381e-09,1.669734499e-09,1.689059248e-09,1.707027457e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.156140111e-09,1.175011016e-09,1.19360041e-09,1.212318677e-09,1.230964615e-09,1.249573716e-09,1.268015029e-09,1.28670697e-09,1.305108478e-09,1.323761673e-09,1.342160567e-09,1.353927285e-09,1.366579068e-09,1.379347908e-09,1.392064685e-09,1.404852226e-09,1.417615049e-09,1.43033989e-09,1.441850038e-09]",0.9,000000000001111111110000000000,000000000111111111000000000000,000000000111111111000000000000,000000000111111111000000000000,0,9,17,9,1,1,0,0,0,phi_p04,4,medium_200mv_200ps,0.2,2e-10,1.142960875e-09,1.4296087499999998e-10,1,1,9,9,2,1
scenarios/130_glitch_medium_200mv_200ps_phi_m04_o0130_v1p100000000000,capture,1.1,4,0,2.4512626e-10,1.2451262600000001e-09,"[1.069020134e-09,1.088269675e-09,1.107572288e-09,1.12688832e-09,1.146218733e-09,1.173837223e-09,1.206010969e-09,1.237982801e-09,1.269923707e-09,1.30176196e-09,1.333655576e-09,1.360701377e-09,1.379374748e-09,1.398722373e-09,1.417962364e-09,1.437276186e-09,1.456656229e-09,1.476006473e-09,1.495349357e-09,1.514711263e-09,1.53406452e-09,1.553463206e-09,1.572655532e-09,1.592010267e-09,1.611350124e-09,1.630693643e-09,1.650057763e-09,1.669336397e-09,1.688707551e-09,1.706627988e-09]","[1.010558565e-09,1.023283949e-09,1.036022632e-09,1.048775095e-09,1.061550847e-09,1.074298039e-09,1.087076059e-09,1.099810623e-09,1.112560234e-09,1.125318458e-09,1.13806122e-09,1.150811045e-09,1.168503659e-09,1.18728628e-09,1.205917869e-09,1.224556103e-09,1.243207374e-09,1.26175408e-09,1.28047116e-09,1.299028862e-09,1.317599997e-09,1.336196796e-09,1.354718211e-09,1.366836618e-09,1.379507792e-09,1.392219588e-09,1.404995859e-09,1.417670231e-09,1.430414663e-09,1.441912598e-09]",0.9,000000011111110000000000000000,000001111111000000000000000000,000000111111000000000000000000,000000111111000000000000000000,0,6,11,6,1,1,0,0,0,phi_m04,-4,medium_200mv_200ps,0.2,2e-10,1.15667931e-09,1.5667930999999997e-10,1,1,5,5,2,1
