time_s,n_slow_v,n_fast_v,n_bg_v,vdd_healthy_v
1.025000000000e-08,-4.209612659117e-03,-8.200375046929e-04,-5.029650163810e-03,1.094970349836e+00
1.050000000000e-08,-3.800284441860e-03,1.058340094024e-03,-2.741944347836e-03,1.097258055652e+00
1.075000000000e-08,-3.390956224603e-03,6.986296587414e-04,-2.692326565862e-03,1.097307673434e+00
1.100000000000e-08,-2.981628007346e-03,-2.446836563923e-03,-5.428464571269e-03,1.094571535429e+00
1.125000000000e-08,-2.572299790089e-03,-1.709861242359e-04,-2.743285914325e-03,1.097256714086e+00
1.150000000000e-08,-2.162971572832e-03,2.342674699309e-03,1.797031264774e-04,1.100179703126e+00
1.175000000000e-08,-1.753643355575e-03,-2.246553684620e-03,-4.000197040195e-03,1.095999802960e+00
1.200000000000e-08,-1.344315138318e-03,2.616586792280e-03,1.272271653963e-03,1.101272271654e+00
1.225000000000e-08,-9.349869210604e-04,2.121582385492e-03,1.186595464431e-03,1.101186595464e+00
1.250000000000e-08,-5.256587038033e-04,-1.459262066963e-03,-1.984920770767e-03,1.098015079229e+00
1.275000000000e-08,-1.887826751614e-04,2.461123020879e-03,2.272340345718e-03,1.102272340346e+00
1.300000000000e-08,1.480933534806e-04,-3.000000000000e-03,-2.851906646519e-03,1.097148093353e+00
1.325000000000e-08,4.849693821225e-04,8.149726130330e-04,1.299941995155e-03,1.101299941995e+00
1.350000000000e-08,8.218454107644e-04,1.325783400514e-03,2.147628811279e-03,1.102147628811e+00
1.375000000000e-08,1.158721439406e-03,-5.686176249884e-04,5.901038144179e-04,1.100590103814e+00
1.400000000000e-08,1.495597468048e-03,-6.990679234643e-04,7.965295445840e-04,1.100796529545e+00
1.425000000000e-08,1.832473496690e-03,-2.171309348290e-03,-3.388358515995e-04,1.099661164148e+00
1.450000000000e-08,2.169349525332e-03,2.018023442970e-03,4.187372968302e-03,1.104187372968e+00
1.475000000000e-08,2.506225553974e-03,-2.919394555748e-03,-4.131690017741e-04,1.099586830998e+00
1.500000000000e-08,2.843101582616e-03,1.475904177878e-03,4.319005760494e-03,1.104319005760e+00
1.525000000000e-08,3.057811864466e-03,-1.485626259874e-03,1.572185604593e-03,1.101572185605e+00
1.550000000000e-08,3.272522146317e-03,-2.850821967335e-03,4.217001789818e-04,1.100421700179e+00
1.575000000000e-08,3.487232428167e-03,1.906552146213e-03,5.393784574380e-03,1.105393784574e+00
1.600000000000e-08,3.701942710018e-03,-2.196050142737e-03,1.505892567281e-03,1.101505892567e+00
1.625000000000e-08,3.916652991868e-03,-8.151669024130e-04,3.101486089455e-03,1.103101486089e+00
1.650000000000e-08,4.131363273718e-03,1.382898671546e-03,5.514261945265e-03,1.105514261945e+00
1.675000000000e-08,4.346073555569e-03,6.425193222092e-04,4.988592877778e-03,1.104988592878e+00
1.700000000000e-08,4.560783837419e-03,-1.127606199596e-03,3.433177637823e-03,1.103433177638e+00
1.725000000000e-08,4.775494119270e-03,1.356408748347e-03,6.131902867617e-03,1.106131902868e+00
1.750000000000e-08,4.990204401120e-03,1.722262105801e-03,6.712466506921e-03,1.106712466507e+00
1.775000000000e-08,4.635115646738e-03,-4.977575007630e-04,4.137358145975e-03,1.104137358146e+00
1.800000000000e-08,4.280026892355e-03,-1.139972808028e-03,3.140054084327e-03,1.103140054084e+00
1.825000000000e-08,3.924938137973e-03,-6.318750460386e-05,3.861750633369e-03,1.103861750633e+00
1.850000000000e-08,3.569849383591e-03,-3.340530785500e-04,3.235796305040e-03,1.103235796305e+00
1.875000000000e-08,3.214760629208e-03,2.688719381485e-03,5.903480010693e-03,1.105903480011e+00
1.900000000000e-08,2.859671874826e-03,8.338626341707e-04,3.693534508996e-03,1.103693534509e+00
1.925000000000e-08,2.504583120443e-03,-5.457974028838e-04,1.958785717560e-03,1.101958785718e+00
1.950000000000e-08,2.149494366061e-03,1.782099390345e-03,3.931593756406e-03,1.103931593756e+00
1.975000000000e-08,1.794405611679e-03,-7.791257888493e-04,1.015279822829e-03,1.101015279823e+00
2.000000000000e-08,1.439316857296e-03,7.042673608589e-04,2.143584218155e-03,1.102143584218e+00
2.025000000000e-08,1.655750862444e-03,-2.375314903556e-03,-7.195640411112e-04,1.099280435959e+00
2.050000000000e-08,1.872184867593e-03,6.022528662739e-04,2.474437733867e-03,1.102474437734e+00
2.075000000000e-08,2.088618872741e-03,1.384914677816e-03,3.473533550557e-03,1.103473533551e+00
2.100000000000e-08,2.305052877889e-03,-2.623463957685e-03,-3.184110797954e-04,1.099681588920e+00
2.125000000000e-08,2.521486883038e-03,-2.135185700557e-03,3.863011824806e-04,1.100386301182e+00
2.150000000000e-08,2.737920888186e-03,-8.544937980826e-04,1.883427090103e-03,1.101883427090e+00
2.175000000000e-08,2.954354893334e-03,-1.304606981920e-03,1.649747911414e-03,1.101649747911e+00
2.200000000000e-08,3.170788898482e-03,-7.936311296249e-04,2.377157768858e-03,1.102377157769e+00
2.225000000000e-08,3.387222903631e-03,2.719468601658e-04,3.659169763797e-03,1.103659169764e+00
2.250000000000e-08,3.603656908779e-03,-1.687222520119e-03,1.916434388660e-03,1.101916434389e+00
2.275000000000e-08,2.920121439848e-03,-1.169164959414e-03,1.750956480434e-03,1.101750956480e+00
2.300000000000e-08,2.236585970917e-03,-2.511392693024e-03,-2.748067221071e-04,1.099725193278e+00
2.325000000000e-08,1.553050501986e-03,1.654066319687e-03,3.207116821673e-03,1.103207116822e+00
2.350000000000e-08,8.695150330546e-04,2.194749831016e-03,3.064264864071e-03,1.103064264864e+00
2.375000000000e-08,1.859795641235e-04,-1.599735867281e-03,-1.413756303158e-03,1.098586243697e+00
2.400000000000e-08,-4.975559048076e-04,-1.922643691504e-03,-2.420199596311e-03,1.097579800404e+00
2.425000000000e-08,-1.181091373739e-03,2.127510661356e-03,9.464192876171e-04,1.100946419288e+00
2.450000000000e-08,-1.864626842670e-03,8.178398791640e-04,-1.046786963506e-03,1.098953213036e+00
2.475000000000e-08,-2.548162311601e-03,1.450192558991e-03,-1.097969752610e-03,1.098902030247e+00
2.500000000000e-08,-3.231697780532e-03,-9.845578604498e-04,-4.216255640982e-03,1.095783744359e+00
2.525000000000e-08,-2.971061942304e-03,-1.380741186126e-03,-4.351803128430e-03,1.095648196872e+00
2.550000000000e-08,-2.710426104077e-03,-2.160943356387e-03,-4.871369460464e-03,1.095128630540e+00
2.575000000000e-08,-2.449790265849e-03,-2.675289367854e-04,-2.717319202635e-03,1.097282680797e+00
2.600000000000e-08,-2.189154427622e-03,1.144565275280e-03,-1.044589152342e-03,1.098955410848e+00
2.625000000000e-08,-1.928518589394e-03,2.838157502918e-04,-1.644702839102e-03,1.098355297161e+00
2.650000000000e-08,-1.667882751167e-03,-7.625462212344e-04,-2.430428972401e-03,1.097569571028e+00
2.675000000000e-08,-1.407246912939e-03,-2.931207840444e-04,-1.700367696983e-03,1.098299632303e+00
2.700000000000e-08,-1.146611074712e-03,-2.313568234139e-03,-3.460179308851e-03,1.096539820691e+00
2.725000000000e-08,-8.859752364840e-04,9.598820647198e-04,7.390682823580e-05,1.100073906828e+00
2.750000000000e-08,-6.253393982564e-04,2.063774436447e-04,-4.189619546117e-04,1.099581038045e+00
2.775000000000e-08,-6.128629922431e-04,2.885877040351e-03,2.273014048108e-03,1.102273014048e+00
2.800000000000e-08,-6.003865862299e-04,-1.452135624260e-03,-2.052522210490e-03,1.097947477790e+00
2.825000000000e-08,-5.879101802166e-04,-1.535301914962e-03,-2.123212095178e-03,1.097876787905e+00
2.850000000000e-08,-5.754337742034e-04,1.116807725478e-03,5.413739512742e-04,1.100541373951e+00
2.875000000000e-08,-5.629573681901e-04,-5.074844386368e-04,-1.070441806827e-03,1.098929558193e+00
2.900000000000e-08,-5.504809621769e-04,-1.254588652043e-03,-1.805069614220e-03,1.098194930386e+00
2.925000000000e-08,-5.380045561637e-04,8.519936937011e-04,3.139891375375e-04,1.100313989138e+00
2.950000000000e-08,-5.255281501504e-04,-3.000000000000e-03,-3.525528150150e-03,1.096474471850e+00
2.975000000000e-08,-5.130517441372e-04,2.088780171759e-03,1.575728427622e-03,1.101575728428e+00
3.000000000000e-08,-5.005753381239e-04,1.316521165323e-03,8.159458271988e-04,1.100815945827e+00
3.025000000000e-08,-7.328640991142e-05,1.257014692644e-03,1.183728282732e-03,1.101183728283e+00
3.050000000000e-08,3.540025183011e-04,-8.287385813743e-04,-4.747360630732e-04,1.099525263937e+00
3.075000000000e-08,7.812914465135e-04,1.737838919614e-03,2.519130366127e-03,1.102519130366e+00
3.100000000000e-08,1.208580374726e-03,-2.395280738229e-03,-1.186700363503e-03,1.098813299636e+00
3.125000000000e-08,1.635869302939e-03,-8.239718893429e-05,1.553472114004e-03,1.101553472114e+00
3.150000000000e-08,2.063158231151e-03,-5.300161264204e-04,1.533142104731e-03,1.101533142105e+00
3.175000000000e-08,2.490447159363e-03,-9.766329093536e-04,1.513814250010e-03,1.101513814250e+00
3.200000000000e-08,2.917736087576e-03,1.776432588749e-03,4.694168676325e-03,1.104694168676e+00
3.225000000000e-08,3.345025015788e-03,5.952040866976e-04,3.940229102486e-03,1.103940229102e+00
3.250000000000e-08,3.772313944001e-03,-5.623060699219e-04,3.210007874079e-03,1.103210007874e+00
3.275000000000e-08,3.709123909286e-03,-1.360667825994e-03,2.348456083293e-03,1.102348456083e+00
3.300000000000e-08,3.645933874571e-03,-1.135755612187e-03,2.510178262384e-03,1.102510178262e+00
3.325000000000e-08,3.582743839857e-03,2.544300285336e-03,6.127044125193e-03,1.106127044125e+00
3.350000000000e-08,3.519553805142e-03,-9.084424822223e-04,2.611111322920e-03,1.102611111323e+00
3.375000000000e-08,3.456363770427e-03,2.122660826616e-03,5.579024597043e-03,1.105579024597e+00
3.400000000000e-08,3.393173735712e-03,-1.367326793942e-03,2.025846941770e-03,1.102025846942e+00
3.425000000000e-08,3.329983700998e-03,-1.721192011044e-03,1.608791689953e-03,1.101608791690e+00
3.450000000000e-08,3.266793666283e-03,-2.498486290973e-03,7.683073753094e-04,1.100768307375e+00
3.475000000000e-08,3.203603631568e-03,-9.221589572601e-04,2.281444674308e-03,1.102281444674e+00
3.500000000000e-08,3.140413596853e-03,2.370122819681e-03,5.510536416534e-03,1.105510536417e+00
3.525000000000e-08,2.670719838604e-03,-3.000000000000e-03,-3.292801613955e-04,1.099670719839e+00
3.550000000000e-08,2.201026080356e-03,7.716119204548e-04,2.972638000810e-03,1.102972638001e+00
3.575000000000e-08,1.731332322107e-03,2.377836478224e-03,4.109168800331e-03,1.104109168800e+00
3.600000000000e-08,1.261638563858e-03,-1.844799652899e-03,-5.831610890411e-04,1.099416838911e+00
3.625000000000e-08,7.919448056092e-04,-2.874212083009e-03,-2.082267277399e-03,1.097917732723e+00
3.650000000000e-08,3.222510473604e-04,-2.894843089713e-04,3.276673838915e-05,1.100032766738e+00
3.675000000000e-08,-1.474427108884e-04,-1.533490591490e-03,-1.680933302378e-03,1.098319066698e+00
3.700000000000e-08,-6.171364691372e-04,1.811857469930e-03,1.194721000793e-03,1.101194721001e+00
3.725000000000e-08,-1.086830227386e-03,3.496734076506e-04,-7.371568197354e-04,1.099262843180e+00
3.750000000000e-08,-1.556523985635e-03,1.562669603925e-03,6.145618289789e-06,1.100006145618e+00
3.775000000000e-08,-1.545118474924e-03,1.712388690614e-03,1.672702156897e-04,1.100167270216e+00
3.800000000000e-08,-1.533712964213e-03,1.473162082038e-04,-1.386396756009e-03,1.098613603244e+00
3.825000000000e-08,-1.522307453502e-03,1.474382590137e-03,-4.792486336506e-05,1.099952075137e+00
3.850000000000e-08,-1.510901942791e-03,-4.159496420951e-04,-1.926851584886e-03,1.098073148415e+00
3.875000000000e-08,-1.499496432080e-03,2.627574702434e-04,-1.236738961836e-03,1.098763261038e+00
3.900000000000e-08,-1.488090921369e-03,-6.088255555649e-04,-2.096916476934e-03,1.097903083523e+00
3.925000000000e-08,-1.476685410658e-03,-1.950438415180e-03,-3.427123825837e-03,1.096572876174e+00
3.950000000000e-08,-1.465279899947e-03,-4.771676007896e-04,-1.942447500736e-03,1.098057552499e+00
3.975000000000e-08,-1.453874389236e-03,-1.805314987486e-03,-3.259189376722e-03,1.096740810623e+00
4.000000000000e-08,-1.442468878525e-03,1.073350341420e-04,-1.335133844383e-03,1.098664866156e+00
4.025000000000e-08,-1.066426401272e-03,5.830783072125e-04,-4.833480940593e-04,1.099516651906e+00
4.050000000000e-08,-6.903839240187e-04,-2.617472636620e-03,-3.307856560638e-03,1.096692143439e+00
4.075000000000e-08,-3.143414467657e-04,8.614030561147e-04,5.470616093489e-04,1.100547061609e+00
4.100000000000e-08,6.170103048731e-05,2.535653112649e-03,2.597354143136e-03,1.102597354143e+00
4.125000000000e-08,4.377435077403e-04,1.993010862183e-03,2.430754369923e-03,1.102430754370e+00
4.150000000000e-08,8.137859849934e-04,6.705029640356e-04,1.484288949029e-03,1.101484288949e+00
4.175000000000e-08,1.189828462246e-03,2.535801233304e-03,3.725629695551e-03,1.103725629696e+00
4.200000000000e-08,1.565870939499e-03,-1.645445084761e-03,-7.957414526207e-05,1.099920425855e+00
4.225000000000e-08,1.941913416752e-03,6.342342863183e-04,2.576147703071e-03,1.102576147703e+00
4.250000000000e-08,2.317955894005e-03,1.274389309461e-03,3.592345203466e-03,1.103592345203e+00
4.275000000000e-08,2.063448094540e-03,1.513830172408e-03,3.577278266947e-03,1.103577278267e+00
4.300000000000e-08,1.808940295074e-03,2.060386079867e-03,3.869326374942e-03,1.103869326375e+00
4.325000000000e-08,1.554432495609e-03,2.679337273266e-03,4.233769768875e-03,1.104233769769e+00
4.350000000000e-08,1.299924696143e-03,2.697866799407e-03,3.997791495550e-03,1.103997791496e+00
4.375000000000e-08,1.045416896678e-03,-2.632121832322e-04,7.822047134456e-04,1.100782204713e+00
4.400000000000e-08,7.909090972123e-04,-1.209712064343e-03,-4.188029671307e-04,1.099581197033e+00
4.425000000000e-08,5.364012977468e-04,-3.000000000000e-03,-2.463598702253e-03,1.097536401298e+00
4.450000000000e-08,2.818934982813e-04,9.223364496843e-05,3.741271432497e-04,1.100374127143e+00
4.475000000000e-08,2.738569881573e-05,-2.580339776643e-03,-2.552954077827e-03,1.097447045922e+00
4.500000000000e-08,-2.271221006498e-04,-2.376187340872e-03,-2.603309441521e-03,1.097396690558e+00
4.525000000000e-08,-5.002904318788e-04,1.458542602004e-03,9.582521701248e-04,1.100958252170e+00
4.550000000000e-08,-7.734587631078e-04,1.361945490958e-03,5.884867278501e-04,1.100588486728e+00
4.575000000000e-08,-1.046627094337e-03,3.221538543430e-04,-7.244732399938e-04,1.099275526760e+00
4.600000000000e-08,-1.319795425566e-03,2.116855023336e-03,7.970595977705e-04,1.100797059598e+00
4.625000000000e-08,-1.592963756795e-03,-1.444079852801e-03,-3.037043609596e-03,1.096962956390e+00
4.650000000000e-08,-1.866132088024e-03,-1.794054641272e-04,-2.045537552151e-03,1.097954462448e+00
4.675000000000e-08,-2.139300419253e-03,2.103372462553e-03,-3.592795670018e-05,1.099964072043e+00
4.700000000000e-08,-2.412468750482e-03,-2.560130693483e-03,-4.972599443964e-03,1.095027400556e+00
4.725000000000e-08,-2.685637081711e-03,6.576423908172e-04,-2.027994690894e-03,1.097972005309e+00
4.750000000000e-08,-2.958805412940e-03,-1.967390193702e-04,-3.155544432310e-03,1.096844455568e+00
4.775000000000e-08,-2.162924871646e-03,-3.601652650195e-04,-2.523090136665e-03,1.097476909863e+00
4.800000000000e-08,-1.367044330352e-03,-3.000000000000e-03,-4.367044330352e-03,1.095632955670e+00
4.825000000000e-08,-5.711637890578e-04,-7.053292330355e-04,-1.276493022093e-03,1.098723506978e+00
4.850000000000e-08,2.247167522361e-04,-2.003775044610e-03,-1.779058292374e-03,1.098220941708e+00
4.875000000000e-08,1.020597293530e-03,-1.656277963606e-03,-6.356806700760e-04,1.099364319330e+00
4.900000000000e-08,1.816477834824e-03,-1.676446122034e-03,1.400317127906e-04,1.100140031713e+00
4.925000000000e-08,2.612358376118e-03,7.722889334842e-04,3.384647309602e-03,1.103384647310e+00
4.950000000000e-08,3.408238917412e-03,-2.682005425648e-03,7.262334917638e-04,1.100726233492e+00
4.975000000000e-08,4.204119458706e-03,2.224310780715e-03,6.428430239421e-03,1.106428430239e+00
5.000000000000e-08,5.000000000000e-03,-7.818805248097e-05,4.921811947519e-03,1.104921811948e+00
5.025000000000e-08,4.844129367088e-03,1.891472642528e-03,6.735602009616e-03,1.106735602010e+00
5.050000000000e-08,4.688258734176e-03,1.457486584394e-03,6.145745318570e-03,1.106145745319e+00
5.075000000000e-08,4.532388101264e-03,4.826857195521e-04,5.015073820817e-03,1.105015073821e+00
5.100000000000e-08,4.376517468353e-03,2.287358599656e-03,6.663876068008e-03,1.106663876068e+00
5.125000000000e-08,4.220646835441e-03,2.234157262626e-03,6.454804098067e-03,1.106454804098e+00
5.150000000000e-08,4.064776202529e-03,-1.969823740743e-03,2.094952461786e-03,1.102094952462e+00
5.175000000000e-08,3.908905569617e-03,1.922362255199e-03,5.831267824816e-03,1.105831267825e+00
5.200000000000e-08,3.753034936705e-03,2.711484000662e-03,6.464518937367e-03,1.106464518937e+00
5.225000000000e-08,3.597164303793e-03,1.754141625499e-03,5.351305929292e-03,1.105351305929e+00
5.250000000000e-08,3.441293670882e-03,1.095048058591e-03,4.536341729473e-03,1.104536341729e+00
5.275000000000e-08,3.450137136144e-03,1.326825158050e-03,4.776962294194e-03,1.104776962294e+00
5.300000000000e-08,3.458980601407e-03,-2.889130873550e-03,5.698497278570e-04,1.100569849728e+00
5.325000000000e-08,3.467824066670e-03,1.240566816061e-03,4.708390882731e-03,1.104708390883e+00
5.350000000000e-08,3.476667531933e-03,-2.597402333715e-03,8.792651982177e-04,1.100879265198e+00
5.375000000000e-08,3.485510997195e-03,-3.505874527038e-04,3.134923544492e-03,1.103134923544e+00
5.400000000000e-08,3.494354462458e-03,2.267567408683e-03,5.761921871142e-03,1.105761921871e+00
5.425000000000e-08,3.503197927721e-03,2.878481463112e-03,6.381679390833e-03,1.106381679391e+00
5.450000000000e-08,3.512041392984e-03,1.492570009431e-04,3.661298393927e-03,1.103661298394e+00
5.475000000000e-08,3.520884858246e-03,-2.496368899657e-03,1.024515958590e-03,1.101024515959e+00
5.500000000000e-08,3.529728323509e-03,1.317796510319e-03,4.847524833828e-03,1.104847524834e+00
5.525000000000e-08,2.833953109082e-03,-9.282645438733e-05,2.741126654695e-03,1.102741126655e+00
5.550000000000e-08,2.138177894656e-03,2.610729398873e-03,4.748907293528e-03,1.104748907294e+00
5.575000000000e-08,1.442402680229e-03,-2.299149380851e-03,-8.567467006222e-04,1.099143253299e+00
5.600000000000e-08,7.466274658022e-04,2.633767410616e-04,1.010004206864e-03,1.101010004207e+00
5.625000000000e-08,5.085225137545e-05,-2.028506403459e-03,-1.977654152084e-03,1.098022345848e+00
5.650000000000e-08,-6.449229630513e-04,1.719619399905e-03,1.074696436853e-03,1.101074696437e+00
5.675000000000e-08,-1.340698177478e-03,4.506020666987e-04,-8.900961107793e-04,1.099109903889e+00
5.700000000000e-08,-2.036473391905e-03,6.207248590434e-04,-1.415748532861e-03,1.098584251467e+00
5.725000000000e-08,-2.732248606332e-03,-3.000000000000e-03,-5.732248606332e-03,1.094267751394e+00
5.750000000000e-08,-3.428023820758e-03,-7.719528851050e-04,-4.199976705863e-03,1.095800023294e+00
5.775000000000e-08,-3.152288439748e-03,-8.799792173102e-04,-4.032267657059e-03,1.095967732343e+00
5.800000000000e-08,-2.876553058738e-03,-2.007748560648e-03,-4.884301619386e-03,1.095115698381e+00
5.825000000000e-08,-2.600817677728e-03,2.226780887138e-03,-3.740367905903e-04,1.099625963209e+00
5.850000000000e-08,-2.325082296718e-03,7.442505978701e-04,-1.580831698848e-03,1.098419168301e+00
5.875000000000e-08,-2.049346915708e-03,1.119860969632e-03,-9.294859460765e-04,1.099070514054e+00
5.900000000000e-08,-1.773611534698e-03,-2.615720670421e-04,-2.035183601740e-03,1.097964816398e+00
5.925000000000e-08,-1.497876153688e-03,2.504499365469e-03,1.006623211781e-03,1.101006623212e+00
5.950000000000e-08,-1.222140772678e-03,-1.923332847731e-03,-3.145473620409e-03,1.096854526380e+00
5.975000000000e-08,-9.464053916680e-04,2.314847337611e-03,1.368441945943e-03,1.101368441946e+00
6.000000000000e-08,-6.706700106580e-04,-7.222493952914e-04,-1.392919405949e-03,1.098607080594e+00
6.025000000000e-08,-1.067645241356e-03,7.811652996631e-04,-2.864799416932e-04,1.099713520058e+00
6.050000000000e-08,-1.464620472055e-03,4.738715341725e-04,-9.907489378821e-04,1.099009251062e+00
6.075000000000e-08,-1.861595702753e-03,-1.379061706430e-03,-3.240657409183e-03,1.096759342591e+00
6.100000000000e-08,-2.258570933451e-03,-1.160819865169e-03,-3.419390798620e-03,1.096580609201e+00
6.125000000000e-08,-2.655546164150e-03,-8.236642065386e-04,-3.479210370688e-03,1.096520789629e+00
6.150000000000e-08,-3.052521394848e-03,1.990921502783e-03,-1.061599892065e-03,1.098938400108e+00
6.175000000000e-08,-3.449496625546e-03,1.811379716859e-03,-1.638116908687e-03,1.098361883091e+00
6.200000000000e-08,-3.846471856244e-03,8.391356821701e-05,-3.762558288027e-03,1.096237441712e+00
6.225000000000e-08,-4.243447086943e-03,-1.692867630154e-03,-5.936314717097e-03,1.094063685283e+00
6.250000000000e-08,-4.640422317641e-03,1.024929731271e-03,-3.615492586370e-03,1.096384507414e+00
6.275000000000e-08,-4.144948854323e-03,6.784435307150e-04,-3.466505323608e-03,1.096533494676e+00
6.300000000000e-08,-3.649475391006e-03,1.585401193110e-03,-2.064074197896e-03,1.097935925802e+00
6.325000000000e-08,-3.154001927688e-03,-4.473070435017e-04,-3.601308971190e-03,1.096398691029e+00
6.350000000000e-08,-2.658528464370e-03,2.378535879797e-03,-2.799925845730e-04,1.099720007415e+00
6.375000000000e-08,-2.163055001053e-03,4.239825590059e-04,-1.739072442047e-03,1.098260927558e+00
6.400000000000e-08,-1.667581537735e-03,7.161668814252e-05,-1.595964849593e-03,1.098404035150e+00
6.425000000000e-08,-1.172108074417e-03,-1.832406888610e-03,-3.004514963027e-03,1.096995485037e+00
6.450000000000e-08,-6.766346110998e-04,2.066192719035e-03,1.389558107935e-03,1.101389558108e+00
6.475000000000e-08,-1.811611477822e-04,2.387905864750e-03,2.206744716968e-03,1.102206744717e+00
6.500000000000e-08,3.143123155355e-04,9.875330204769e-04,1.301845336012e-03,1.101301845336e+00
6.525000000000e-08,5.067720358597e-05,2.773550925433e-03,2.824228129019e-03,1.102824228129e+00
6.550000000000e-08,-2.129579083635e-04,1.571278981579e-03,1.358321073216e-03,1.101358321073e+00
6.575000000000e-08,-4.765930203131e-04,1.550018071775e-03,1.073425051462e-03,1.101073425051e+00
6.600000000000e-08,-7.402281322626e-04,6.085243007133e-04,-1.317038315493e-04,1.099868296168e+00
6.625000000000e-08,-1.003863244212e-03,3.631247475541e-04,-6.407384966580e-04,1.099359261503e+00
6.650000000000e-08,-1.267498356162e-03,-1.762707041061e-03,-3.030205397222e-03,1.096969794603e+00
6.675000000000e-08,-1.531133468111e-03,-9.821847827736e-04,-2.513318250885e-03,1.097486681749e+00
6.700000000000e-08,-1.794768580061e-03,-1.891279916168e-04,-1.983896571677e-03,1.098016103428e+00
6.725000000000e-08,-2.058403692010e-03,1.609226831759e-03,-4.491768602515e-04,1.099550823140e+00
