time_s,segment,seed,n_bg_v,vdd_healthy_v
2.425000000000e-08,CAL,7300,5.807592324805e-04,1.100580759232e+00
2.450000000000e-08,CAL,7300,3.587630330341e-03,1.103587630330e+00
2.475000000000e-08,CAL,7300,6.124295337383e-03,1.106124295337e+00
2.500000000000e-08,CAL,7300,3.291925372827e-03,1.103291925373e+00
2.525000000000e-08,CAL,7300,1.655435590076e-03,1.101655435590e+00
2.550000000000e-08,CAL,7300,1.578311392500e-03,1.101578311392e+00
2.575000000000e-08,CAL,7300,3.414510754697e-03,1.103414510755e+00
2.600000000000e-08,CAL,7300,5.448163797083e-03,1.105448163797e+00
2.625000000000e-08,CAL,7300,2.508271929978e-03,1.102508271930e+00
2.650000000000e-08,CAL,7300,1.711825202455e-03,1.101711825202e+00
2.675000000000e-08,CAL,7300,-1.035597214811e-03,1.098964402785e+00
2.700000000000e-08,CAL,7300,-1.447589880897e-04,1.099855241012e+00
2.725000000000e-08,CAL,7300,-1.307088141361e-03,1.098692911859e+00
2.750000000000e-08,CAL,7300,-1.160577011855e-04,1.099883942299e+00
2.775000000000e-08,CAL,7300,3.468278301454e-03,1.103468278301e+00
2.800000000000e-08,CAL,7300,-4.484544267261e-04,1.099551545573e+00
2.825000000000e-08,CAL,7300,-6.439696755968e-04,1.099356030324e+00
2.850000000000e-08,CAL,7300,3.442417045389e-03,1.103442417045e+00
2.875000000000e-08,CAL,7300,2.786723027521e-03,1.102786723028e+00
2.900000000000e-08,CAL,7300,8.933444952232e-04,1.100893344495e+00
2.925000000000e-08,CAL,7300,2.631431901219e-03,1.102631431901e+00
2.950000000000e-08,CAL,7300,7.225429983123e-04,1.100722542998e+00
2.975000000000e-08,CAL,7300,1.335517870509e-03,1.101335517871e+00
3.000000000000e-08,CAL,7300,-1.117731921213e-03,1.098882268079e+00
3.025000000000e-08,CAL,7300,-1.397542634559e-03,1.098602457365e+00
3.050000000000e-08,CAL,7300,3.749579437796e-03,1.103749579438e+00
3.075000000000e-08,CAL,7300,-7.634188645052e-04,1.099236581135e+00
3.100000000000e-08,CAL,7300,2.156109008433e-03,1.102156109008e+00
3.125000000000e-08,CAL,7300,3.187206444619e-03,1.103187206445e+00
3.150000000000e-08,CAL,7300,2.435993065287e-03,1.102435993065e+00
3.175000000000e-08,CAL,7300,5.403436633709e-03,1.105403436634e+00
3.200000000000e-08,CAL,7300,1.701185014912e-04,1.100170118501e+00
3.225000000000e-08,CAL,7300,4.075505729147e-03,1.104075505729e+00
3.250000000000e-08,CAL,7300,4.969217776070e-03,1.104969217776e+00
3.275000000000e-08,CAL,7300,1.909589224775e-03,1.101909589225e+00
3.300000000000e-08,CAL,7300,3.114530205601e-03,1.103114530206e+00
3.325000000000e-08,CAL,7300,1.459260776886e-03,1.101459260777e+00
3.350000000000e-08,CAL,7300,1.638526567921e-03,1.101638526568e+00
3.375000000000e-08,CAL,7300,-1.752292338867e-03,1.098247707661e+00
3.400000000000e-08,CAL,7300,1.430031983042e-03,1.101430031983e+00
3.425000000000e-08,CAL,7300,2.284176641564e-03,1.102284176642e+00
3.450000000000e-08,CAL,7300,1.932516154897e-03,1.101932516155e+00
3.475000000000e-08,CAL,7300,-6.258363088713e-04,1.099374163691e+00
3.500000000000e-08,CAL,7300,-4.053652132117e-03,1.095946347868e+00
3.525000000000e-08,CAL,7300,-2.130129540322e-03,1.097869870460e+00
3.550000000000e-08,CAL,7300,8.200990834505e-04,1.100820099083e+00
3.575000000000e-08,CAL,7300,3.754015082282e-04,1.100375401508e+00
3.600000000000e-08,CAL,7300,-1.145815879183e-03,1.098854184121e+00
3.625000000000e-08,CAL,7300,-1.173282205960e-03,1.098826717794e+00
3.650000000000e-08,CAL,7300,-1.184507511417e-03,1.098815492489e+00
3.675000000000e-08,CAL,7300,-3.018037599990e-03,1.096981962400e+00
3.700000000000e-08,CAL,7300,4.536492461620e-04,1.100453649246e+00
3.725000000000e-08,CAL,7300,1.386298122144e-04,1.100138629812e+00
3.750000000000e-08,CAL,7300,1.869695263671e-03,1.101869695264e+00
3.775000000000e-08,CAL,7300,-3.589680398732e-03,1.096410319601e+00
3.800000000000e-08,CAL,7300,-2.514712977568e-03,1.097485287022e+00
3.825000000000e-08,CAL,7300,-3.015154916249e-03,1.096984845084e+00
3.850000000000e-08,CAL,7300,-1.265966031728e-03,1.098734033968e+00
3.875000000000e-08,CAL,7300,-6.522650623583e-04,1.099347734938e+00
3.900000000000e-08,CAL,7300,-4.354136158022e-03,1.095645863842e+00
3.925000000000e-08,CAL,7300,-1.153112028980e-03,1.098846887971e+00
3.950000000000e-08,CAL,7300,-2.730111856622e-03,1.097269888143e+00
3.975000000000e-08,CAL,7300,-2.334613841337e-03,1.097665386159e+00
4.000000000000e-08,CAL,7300,-6.440232285070e-03,1.093559767715e+00
4.025000000000e-08,CAL,7300,-5.973577047450e-03,1.094026422953e+00
4.050000000000e-08,CAL,7300,-5.164334007450e-03,1.094835665993e+00
4.075000000000e-08,CAL,7300,-6.291035838658e-03,1.093708964161e+00
4.100000000000e-08,CAL,7300,-4.862221658913e-03,1.095137778341e+00
4.125000000000e-08,CAL,7300,-6.128447205747e-03,1.093871552794e+00
4.150000000000e-08,CAL,7300,-7.258313602705e-03,1.092741686397e+00
4.175000000000e-08,CAL,7300,-6.003984876850e-03,1.093996015123e+00
4.200000000000e-08,CAL,7300,-3.413921046982e-03,1.096586078953e+00
4.225000000000e-08,CAL,7300,-6.645691967126e-03,1.093354308033e+00
4.250000000000e-08,CAL,7300,-2.913271753946e-03,1.097086728246e+00
4.275000000000e-08,CAL,7300,-1.489175736595e-03,1.098510824263e+00
4.300000000000e-08,CAL,7300,-2.985614417300e-03,1.097014385583e+00
4.325000000000e-08,CAL,7300,-3.644596094029e-03,1.096355403906e+00
4.350000000000e-08,CAL,7300,-3.505564554801e-03,1.096494435445e+00
4.375000000000e-08,CAL,7300,-2.059038823097e-03,1.097940961177e+00
4.400000000000e-08,CAL,7300,3.485211709426e-03,1.103485211709e+00
4.425000000000e-08,CAL,7300,3.306564309037e-03,1.103306564309e+00
4.450000000000e-08,CAL,7300,1.026547236760e-03,1.101026547237e+00
4.475000000000e-08,CAL,7300,6.255178832483e-03,1.106255178832e+00
4.500000000000e-08,CAL,7300,4.828371366947e-03,1.104828371367e+00
4.525000000000e-08,CAL,7300,6.644331185068e-03,1.106644331185e+00
4.550000000000e-08,CAL,7300,6.230369455616e-03,1.106230369456e+00
4.575000000000e-08,CAL,7300,4.135109277086e-03,1.104135109277e+00
4.600000000000e-08,CAL,7300,2.540988815262e-03,1.102540988815e+00
4.625000000000e-08,CAL,7300,1.708618406832e-03,1.101708618407e+00
4.650000000000e-08,CAL,7300,5.077466087050e-03,1.105077466087e+00
4.675000000000e-08,CAL,7300,1.191449271293e-03,1.101191449271e+00
4.700000000000e-08,CAL,7300,2.185215235291e-03,1.102185215235e+00
4.725000000000e-08,CAL,7300,3.761526982485e-03,1.103761526982e+00
4.750000000000e-08,CAL,7300,3.931424086865e-03,1.103931424087e+00
4.775000000000e-08,CAL,7300,1.545895433027e-03,1.101545895433e+00
4.800000000000e-08,CAL,7300,4.407295854977e-03,1.104407295855e+00
4.825000000000e-08,CAL,7300,3.374401126656e-03,1.103374401127e+00
4.850000000000e-08,CAL,7300,3.740443244957e-03,1.103740443245e+00
4.875000000000e-08,CAL,7300,1.658618874726e-03,1.101658618875e+00
4.900000000000e-08,CAL,7300,2.792603534971e-03,1.102792603535e+00
4.925000000000e-08,CAL,7300,2.365239122779e-03,1.102365239123e+00
4.950000000000e-08,CAL,7300,4.649074744242e-03,1.104649074744e+00
4.975000000000e-08,CAL,7300,2.327256073138e-03,1.102327256073e+00
5.000000000000e-08,CAL,7300,2.718620799174e-03,1.102718620799e+00
5.025000000000e-08,CAL,7300,2.704998810521e-03,1.102704998811e+00
5.050000000000e-08,CAL,7300,2.178173336629e-05,1.100021781733e+00
5.075000000000e-08,CAL,7300,-1.751482839750e-03,1.098248517160e+00
5.100000000000e-08,CAL,7300,-3.318056573859e-03,1.096681943426e+00
5.125000000000e-08,CAL,7300,-1.805593164804e-03,1.098194406835e+00
5.150000000000e-08,CAL,7300,-3.062192205917e-03,1.096937807794e+00
5.175000000000e-08,CAL,7300,2.976285960279e-04,1.100297628596e+00
5.200000000000e-08,CAL,7300,-2.950193697785e-03,1.097049806302e+00
5.225000000000e-08,CAL,7300,-2.092722045339e-03,1.097907277955e+00
5.250000000000e-08,CAL,7300,-4.298842585916e-03,1.095701157414e+00
5.275000000000e-08,CAL,7300,-4.052939371022e-03,1.095947060629e+00
5.300000000000e-08,CAL,7300,-1.777428903595e-03,1.098222571096e+00
5.325000000000e-08,CAL,7300,-1.307529483819e-03,1.098692470516e+00
5.350000000000e-08,CAL,7300,-2.177235026439e-03,1.097822764974e+00
5.375000000000e-08,CAL,7300,-6.555546721995e-03,1.093444453278e+00
5.400000000000e-08,CAL,7300,-3.180920180240e-03,1.096819079820e+00
5.425000000000e-08,CAL,7300,-1.362899974781e-03,1.098637100025e+00
5.450000000000e-08,CAL,7300,-3.895122549953e-03,1.096104877450e+00
5.475000000000e-08,CAL,7300,-3.345083614855e-03,1.096654916385e+00
5.500000000000e-08,CAL,7300,-1.117732331973e-03,1.098882267668e+00
5.525000000000e-08,CAL,7300,-2.140755240407e-03,1.097859244760e+00
5.550000000000e-08,CAL,7300,-3.631475105237e-03,1.096368524895e+00
5.575000000000e-08,CAL,7300,-6.856839902283e-04,1.099314316010e+00
5.600000000000e-08,CAL,7300,4.588738763463e-04,1.100458873876e+00
5.625000000000e-08,CAL,7300,-1.661758548284e-04,1.099833824145e+00
5.650000000000e-08,CAL,7300,-4.070847881039e-03,1.095929152119e+00
5.675000000000e-08,CAL,7300,-2.967737475576e-03,1.097032262524e+00
5.700000000000e-08,CAL,7300,-1.850569299043e-03,1.098149430701e+00
5.725000000000e-08,CAL,7300,-3.654816635646e-03,1.096345183364e+00
5.750000000000e-08,CAL,7300,1.950695946403e-03,1.101950695946e+00
5.775000000000e-08,CAL,7300,6.123889131123e-04,1.100612388913e+00
5.800000000000e-08,CAL,7300,2.439493565918e-04,1.100243949357e+00
5.825000000000e-08,CAL,7300,-1.384253060185e-03,1.098615746940e+00
5.850000000000e-08,CAL,7300,-8.394419228588e-05,1.099916055808e+00
5.875000000000e-08,CAL,7300,2.296330144637e-03,1.102296330145e+00
5.900000000000e-08,CAL,7300,-7.594439344356e-04,1.099240556066e+00
5.925000000000e-08,CAL,7300,-3.307674229232e-03,1.096692325771e+00
5.950000000000e-08,CAL,7300,8.942432002858e-04,1.100894243200e+00
5.975000000000e-08,CAL,7300,1.572350065548e-03,1.101572350066e+00
6.000000000000e-08,CAL,7300,-7.220267019823e-04,1.099277973298e+00
6.025000000000e-08,CAL,7300,-1.012918349487e-03,1.098987081651e+00
6.050000000000e-08,CAL,7300,2.384839543419e-03,1.102384839543e+00
6.075000000000e-08,CAL,7300,1.519734498548e-03,1.101519734499e+00
6.100000000000e-08,CAL,7300,6.609016984958e-04,1.100660901698e+00
6.125000000000e-08,CAL,7300,7.192687731184e-04,1.100719268773e+00
6.150000000000e-08,CAL,7300,6.144742141818e-04,1.100614474214e+00
6.175000000000e-08,CAL,7300,2.574466896551e-03,1.102574466897e+00
6.200000000000e-08,CAL,7300,-1.071080311226e-03,1.098928919689e+00
6.225000000000e-08,CAL,7300,3.321908179673e-03,1.103321908180e+00
6.250000000000e-08,CAL,7300,8.957217114497e-04,1.100895721711e+00
6.275000000000e-08,CAL,7300,7.236218254925e-04,1.100723621825e+00
6.300000000000e-08,CAL,7300,1.744966387160e-03,1.101744966387e+00
6.325000000000e-08,CAL,7300,6.665614992510e-04,1.100666561499e+00
6.350000000000e-08,CAL,7300,3.909757785471e-03,1.103909757785e+00
6.375000000000e-08,CAL,7300,6.161099999455e-03,1.106161099999e+00
6.400000000000e-08,CAL,7300,6.459695652757e-03,1.106459695653e+00
6.425000000000e-08,CAL,7300,3.908201089185e-03,1.103908201089e+00
6.450000000000e-08,CAL,7300,5.910854121358e-03,1.105910854121e+00
6.475000000000e-08,CAL,7300,6.144122047462e-03,1.106144122047e+00
6.500000000000e-08,CAL,7300,6.848961628328e-03,1.106848961628e+00
6.525000000000e-08,CAL,7300,3.497339900299e-03,1.103497339900e+00
6.550000000000e-08,CAL,7300,7.645754209390e-03,1.107645754209e+00
6.575000000000e-08,CAL,7300,7.653915675451e-03,1.107653915675e+00
6.600000000000e-08,CAL,7300,6.798056774212e-03,1.106798056774e+00
6.625000000000e-08,CAL,7300,6.540948688245e-03,1.106540948688e+00
6.650000000000e-08,CAL,7300,6.893881569702e-03,1.106893881570e+00
6.675000000000e-08,CAL,7300,5.165855940362e-03,1.105165855940e+00
6.700000000000e-08,CAL,7300,7.326011656893e-03,1.107326011657e+00
6.725000000000e-08,CAL,7300,2.812541155969e-03,1.102812541156e+00
6.750000000000e-08,CAL,7300,6.442592078088e-03,1.106442592078e+00
6.775000000000e-08,CAL,7300,4.739630181137e-03,1.104739630181e+00
6.800000000000e-08,CAL,7300,6.867184799514e-03,1.106867184800e+00
6.825000000000e-08,CAL,7300,2.825819836201e-03,1.102825819836e+00
6.850000000000e-08,CAL,7300,1.428365466845e-03,1.101428365467e+00
6.875000000000e-08,CAL,7300,5.389622149917e-03,1.105389622150e+00
6.900000000000e-08,CAL,7300,3.225778034386e-03,1.103225778034e+00
6.925000000000e-08,CAL,7300,-9.232277956391e-04,1.099076772204e+00
6.950000000000e-08,CAL,7300,2.048995493852e-03,1.102048995494e+00
6.975000000000e-08,CAL,7300,-5.716109901561e-04,1.099428389010e+00
7.000000000000e-08,CAL,7300,1.720073773625e-03,1.101720073774e+00
7.025000000000e-08,CAL,7300,4.119561037174e-04,1.100411956104e+00
7.050000000000e-08,CAL,7300,-4.018553876480e-04,1.099598144612e+00
7.075000000000e-08,CAL,7300,-1.036905861363e-03,1.098963094139e+00
7.100000000000e-08,CAL,7300,-1.205775605114e-04,1.099879422439e+00
7.125000000000e-08,CAL,7300,-1.020378343769e-03,1.098979621656e+00
7.150000000000e-08,CAL,7300,-3.360827712950e-03,1.096639172287e+00
7.175000000000e-08,CAL,7300,-5.345303930548e-03,1.094654696069e+00
7.200000000000e-08,CAL,7300,-5.408335308387e-04,1.099459166469e+00
7.225000000000e-08,CAL,7300,-6.859843168256e-03,1.093140156832e+00
7.250000000000e-08,CAL,7300,-1.866692274538e-03,1.098133307725e+00
7.275000000000e-08,CAL,7300,-4.151939923135e-03,1.095848060077e+00
7.300000000000e-08,CAL,7300,-1.109381262864e-03,1.098890618737e+00
7.325000000000e-08,CAL,7300,-2.324778198225e-03,1.097675221802e+00
7.350000000000e-08,CAL,7300,-1.486922176713e-03,1.098513077823e+00
7.375000000000e-08,CAL,7300,1.544254598486e-03,1.101544254598e+00
7.400000000000e-08,CAL,7300,-3.090469598393e-04,1.099690953040e+00
7.425000000000e-08,CAL,7300,2.417279040967e-03,1.102417279041e+00
7.450000000000e-08,CAL,7300,9.360422056967e-04,1.100936042206e+00
7.475000000000e-08,CAL,7300,3.326411060766e-03,1.103326411061e+00
7.500000000000e-08,CAL,7300,2.620432363028e-03,1.102620432363e+00
7.525000000000e-08,CAL,7300,3.318828221256e-03,1.103318828221e+00
7.550000000000e-08,CAL,7300,4.431067740795e-03,1.104431067741e+00
7.575000000000e-08,CAL,7300,5.179848430878e-03,1.105179848431e+00
7.600000000000e-08,CAL,7300,4.756480218116e-03,1.104756480218e+00
7.625000000000e-08,CAL,7300,3.932836517167e-03,1.103932836517e+00
7.650000000000e-08,CAL,7300,9.311306011337e-04,1.100931130601e+00
7.675000000000e-08,CAL,7300,4.615260983094e-03,1.104615260983e+00
7.700000000000e-08,CAL,7300,3.547622546440e-03,1.103547622546e+00
7.725000000000e-08,CAL,7300,3.411908996635e-03,1.103411908997e+00
7.750000000000e-08,CAL,7300,7.079282801212e-03,1.107079282801e+00
7.775000000000e-08,CAL,7300,2.885210009012e-03,1.102885210009e+00
7.800000000000e-08,CAL,7300,2.718013073717e-03,1.102718013074e+00
7.825000000000e-08,CAL,7300,1.736130576231e-03,1.101736130576e+00
7.850000000000e-08,CAL,7300,6.904059345575e-04,1.100690405935e+00
7.875000000000e-08,CAL,7300,3.081716490599e-03,1.103081716491e+00
7.900000000000e-08,CAL,7300,1.082141933909e-03,1.101082141934e+00
7.925000000000e-08,CAL,7300,1.071838872126e-03,1.101071838872e+00
7.950000000000e-08,CAL,7300,4.435276520747e-03,1.104435276521e+00
7.975000000000e-08,CAL,7300,2.748287158133e-03,1.102748287158e+00
8.000000000000e-08,CAL,7300,1.528713623631e-03,1.101528713624e+00
8.500000000000e-08,MARGIN,7302,3.672999442533e-03,1.103672999443e+00
8.525000000000e-08,MARGIN,7302,1.287231367079e-03,1.101287231367e+00
8.550000000000e-08,MARGIN,7302,4.319325367215e-03,1.104319325367e+00
8.575000000000e-08,MARGIN,7302,3.719074039296e-03,1.103719074039e+00
8.600000000000e-08,MARGIN,7302,1.332265189487e-03,1.101332265189e+00
8.625000000000e-08,MARGIN,7302,-8.522334260627e-04,1.099147766574e+00
8.650000000000e-08,MARGIN,7302,1.181756879491e-04,1.100118175688e+00
8.675000000000e-08,MARGIN,7302,2.056912024892e-03,1.102056912025e+00
8.700000000000e-08,MARGIN,7302,4.536979026261e-03,1.104536979026e+00
8.725000000000e-08,MARGIN,7302,4.223662734368e-03,1.104223662734e+00
8.750000000000e-08,MARGIN,7302,3.442982701879e-03,1.103442982702e+00
8.775000000000e-08,MARGIN,7302,3.473961396480e-03,1.103473961396e+00
8.800000000000e-08,MARGIN,7302,1.950295207193e-03,1.101950295207e+00
8.825000000000e-08,MARGIN,7302,3.385691678942e-03,1.103385691679e+00
8.850000000000e-08,MARGIN,7302,1.509104824013e-03,1.101509104824e+00
8.875000000000e-08,MARGIN,7302,1.799162945258e-03,1.101799162945e+00
8.900000000000e-08,MARGIN,7302,1.012077425028e-03,1.101012077425e+00
8.925000000000e-08,MARGIN,7302,5.198352953191e-04,1.100519835295e+00
8.950000000000e-08,MARGIN,7302,-9.096454134534e-04,1.099090354587e+00
8.975000000000e-08,MARGIN,7302,1.246447920733e-03,1.101246447921e+00
9.000000000000e-08,MARGIN,7302,2.712873817439e-03,1.102712873817e+00
9.025000000000e-08,MARGIN,7302,-1.159404862147e-04,1.099884059514e+00
9.050000000000e-08,MARGIN,7302,-1.561536246280e-03,1.098438463754e+00
9.075000000000e-08,MARGIN,7302,-1.845289224674e-03,1.098154710775e+00
9.100000000000e-08,MARGIN,7302,-1.135390210928e-03,1.098864609789e+00
9.125000000000e-08,MARGIN,7302,-1.137187408612e-03,1.098862812591e+00
9.150000000000e-08,MARGIN,7302,-2.553543724811e-03,1.097446456275e+00
9.175000000000e-08,MARGIN,7302,-2.904422621878e-03,1.097095577378e+00
9.200000000000e-08,MARGIN,7302,-1.991635963908e-04,1.099800836404e+00
9.225000000000e-08,MARGIN,7302,7.722574104221e-04,1.100772257410e+00
9.250000000000e-08,MARGIN,7302,-1.082161926922e-03,1.098917838073e+00
9.275000000000e-08,MARGIN,7302,-3.525919575006e-03,1.096474080425e+00
9.300000000000e-08,MARGIN,7302,4.419091761024e-04,1.100441909176e+00
9.325000000000e-08,MARGIN,7302,-1.977867302199e-03,1.098022132698e+00
9.350000000000e-08,MARGIN,7302,-1.738372481534e-03,1.098261627518e+00
9.375000000000e-08,MARGIN,7302,-4.019803989482e-03,1.095980196011e+00
9.400000000000e-08,MARGIN,7302,-2.577308530231e-03,1.097422691470e+00
9.425000000000e-08,MARGIN,7302,-2.936013892373e-03,1.097063986108e+00
9.450000000000e-08,MARGIN,7302,-2.999450596733e-03,1.097000549403e+00
9.475000000000e-08,MARGIN,7302,-8.082760349304e-04,1.099191723965e+00
9.500000000000e-08,MARGIN,7302,1.150169424055e-03,1.101150169424e+00
9.525000000000e-08,MARGIN,7302,2.921113530882e-04,1.100292111353e+00
9.550000000000e-08,MARGIN,7302,-4.834049253213e-03,1.095165950747e+00
9.575000000000e-08,MARGIN,7302,-3.696254982708e-03,1.096303745017e+00
9.600000000000e-08,MARGIN,7302,-2.517561652146e-03,1.097482438348e+00
9.625000000000e-08,MARGIN,7302,-3.264092500294e-03,1.096735907500e+00
9.650000000000e-08,MARGIN,7302,-1.964483990031e-03,1.098035516010e+00
9.675000000000e-08,MARGIN,7302,-8.374248632523e-04,1.099162575137e+00
